identifier,label,set
P32597,Nucleus,
O22703,Nucleus,
P53833,Nucleus,test
O75943,Nucleus,
Q9BYH8,Nucleus,
B0YDH7,Nucleus,
P21525,Nucleus,
Q9H147,Nucleus,
O13792,Nucleus,
Q3C1E9,Nucleus,test
P17844,Nucleus,
Q09761,Nucleus,
Q9P7W9,Nucleus,test
Q9BWW7,Nucleus,test
Q6NRW3,Nucleus,
Q9M2Z2,Nucleus,
Q9UHF7,Nucleus,
Q6EVK6,Nucleus,test
O94901,Nucleus,test
O42666,Nucleus,
Q8BKA3,Nucleus,
P12979,Nucleus,test
Q24368,Nucleus,
P87137,Nucleus,
Q13263,Nucleus,
Q9CAE4,Nucleus,test
Q9UPN9,Nucleus,
P38751,Nucleus,
P53632,Nucleus,
P14164,Nucleus,
Q8VWK4,Nucleus,
Q90972,Nucleus,
Q53HV7,Nucleus,
Q9Y3Y2,Nucleus,
Q0JBF0,Nucleus,
P35398,Nucleus,
O95411,Nucleus,
Q9UK33,Nucleus,
Q8GSI0,Nucleus,test
Q9LFE0,Nucleus,
P10862,Nucleus,
Q9UNX4,Nucleus,
O75164,Nucleus,
Q05471,Nucleus,test
Q9H211,Nucleus,
Q96G21,Nucleus,
Q06679,Nucleus,test
Q02614,Nucleus,test
O75367,Nucleus,test
Q9W2H9,Nucleus,
Q9W0K4,Nucleus,
Q9SJN0,Nucleus,
Q9W0K7,Nucleus,test
O60141,Nucleus,
Q93ZS9,Nucleus,test
O60145,Nucleus,
O62618,Nucleus,
Q10021,Nucleus,
Q68FY1,Nucleus,
Q02792,Nucleus,test
Q9LPI7,Nucleus,
Q9M1J2,Nucleus,
Q9M365,Nucleus,test
Q9LES2,Nucleus,test
O74412,Nucleus,
Q8H136,Nucleus,
Q9LW29,Nucleus,
O24591,Nucleus,
Q6NWY9,Nucleus,test
Q91WC0,Nucleus,test
Q8C7R7,Nucleus,
B6HQ74,Nucleus,
Q9P7B7,Nucleus,
Q02721,Nucleus,
D3GKW6,Nucleus,
P40164,Nucleus,
O88850,Nucleus,test
O48781,Nucleus,
P07247,Nucleus,
Q9SIV5,Nucleus,
Q12297,Nucleus,
Q63623,Nucleus,
Q9D666,Nucleus,
Q9SFV2,Nucleus,
P07249,Nucleus,
Q9SFV6,Nucleus,
Q96RU7,Nucleus,
Q10332,Nucleus,
Q12049,Nucleus,
Q6VMQ6,Nucleus,
O60356,Nucleus,
Q8W1E3,Nucleus,
P36632,Nucleus,
Q9Z2D8,Nucleus,
Q9Z2D6,Nucleus,
Q9Z2D7,Nucleus,
Q8GVE1,Nucleus,
Q9LZW2,Nucleus,
Q03615,Nucleus,
Q9Y5A7,Nucleus,
A8MPH9,Nucleus,
Q9LUI3,Nucleus,
P21675,Nucleus,test
O42877,Nucleus,
Q9SID1,Nucleus,test
P22509,Nucleus,test
A2RQG7,Nucleus,
O15525,Nucleus,test
P41546,Nucleus,test
P46063,Nucleus,
Q6PGG6,Nucleus,test
Q8L3Z8,Nucleus,
O13801,Nucleus,
P40096,Nucleus,
Q6P6C2,Nucleus,
P36120,Nucleus,
P36121,Nucleus,
Q9BQ15,Nucleus,
Q16670,Nucleus,
Q8NBT2,Nucleus,
Q9P6L2,Nucleus,
Q949T8,Nucleus,
O59767,Nucleus,
Q8TBE0,Nucleus,
F4J8K6,Nucleus,test
O70608,Nucleus,test
O35493,Nucleus,
Q9JKX4,Nucleus,
P53840,Nucleus,
O94640,Nucleus,
Q96N77,Nucleus,test
O74365,Nucleus,
Q03188,Nucleus,
P40541,Nucleus,
P39964,Nucleus,
O74362,Nucleus,test
Q9H6R4,Nucleus,test
O74974,Nucleus,test
P06700,Nucleus,
Q9C8N5,Nucleus,test
P48552,Nucleus,
P38282,Nucleus,
Q24573,Nucleus,
Q24572,Nucleus,
P17032,Nucleus,
Q940D0,Nucleus,
Q9NZM5,Nucleus,
Q05021,Nucleus,test
Q96QT6,Nucleus,
P19263,Nucleus,
O95935,Nucleus,
Q8NHW3,Nucleus,
Q12788,Nucleus,
Q6AYJ4,Nucleus,
Q6NLQ6,Nucleus,
Q8BPP1,Nucleus,
Q03989,Nucleus,
Q05022,Nucleus,
Q8LGU6,Nucleus,test
Q9C5Q2,Nucleus,
Q8GY61,Nucleus,
O43148,Nucleus,
Q9Y294,Nucleus,test
Q8L773,Nucleus,
P30776,Nucleus,
Q9C5Q8,Nucleus,
Q8QGC4,Nucleus,
Q8BIQ5,Nucleus,
P45818,Nucleus,
O04682,Nucleus,
Q9P7J7,Nucleus,
O74968,Nucleus,
Q8S8M9,Nucleus,
O74964,Nucleus,test
Q9USP9,Nucleus,test
O88665,Nucleus,
Q9UDW3,Nucleus,test
O35160,Nucleus,
Q94AV5,Nucleus,test
P49793,Nucleus,
P49792,Nucleus,
A4FVR1,Nucleus,
A6H8Y1,Nucleus,
Q8TDI0,Nucleus,test
P26686,Nucleus,
P13002,Nucleus,test
Q9H7L9,Nucleus,
Q8VE42,Nucleus,
F4JJ23,Nucleus,
Q9DB00,Nucleus,
Q20497,Nucleus,
O76039,Nucleus,
Q14BK3,Nucleus,
Q5VUG0,Nucleus,
P19793,Nucleus,
Q9P7X3,Nucleus,test
Q9P7X2,Nucleus,
Q03525,Nucleus,
Q8ST83,Nucleus,
P27900,Nucleus,
O14338,Nucleus,
Q9LVQ7,Nucleus,
Q569M3,Nucleus,
Q91VN1,Nucleus,
O14336,Nucleus,test
O15084,Nucleus,
Q9LKX9,Nucleus,test
P58501,Nucleus,
I6PL68,Nucleus,
P59055,Nucleus,test
P59054,Nucleus,
Q12464,Nucleus,
Q8CF90,Nucleus,
P39706,Nucleus,
Q8LA53,Nucleus,
Q8LL04,Nucleus,
Q9DE14,Nucleus,
Q08170,Nucleus,
Q9C0J8,Nucleus,
Q402E1,Nucleus,
Q8IY18,Nucleus,
Q92731,Nucleus,
Q92733,Nucleus,
P31361,Nucleus,test
O13862,Nucleus,
Q99MR0,Nucleus,
Q00IB6,Nucleus,test
Q6Q547,Nucleus,
Q8BGW1,Nucleus,
O14207,Nucleus,
Q8BGW5,Nucleus,
Q6PDM1,Nucleus,
Q09808,Nucleus,test
Q70GP4,Nucleus,
Q09377,Nucleus,test
P20134,Nucleus,
Q3UB74,Nucleus,
Q08288,Nucleus,test
Q9U281,Nucleus,
Q9M297,Nucleus,test
Q92021,Nucleus,
Q9UTM1,Nucleus,
Q9FGR0,Nucleus,
Q92353,Nucleus,
P61965,Nucleus,test
Q99675,Nucleus,
Q9FL26,Nucleus,
Q8IYD8,Nucleus,
P0DI83,Nucleus,
Q9C0W2,Nucleus,
Q8VZL6,Nucleus,test
Q01560,Nucleus,
B3EWF7,Nucleus,
Q9UUE4,Nucleus,
O81127,Nucleus,
O75554,Nucleus,test
P53734,Nucleus,
Q04048,Nucleus,
Q8VYW1,Nucleus,
Q8JZL0,Nucleus,test
Q95Y80,Nucleus,
Q9FKA9,Nucleus,
Q9FKA7,Nucleus,
P97343,Nucleus,
Q39238,Nucleus,test
P20009,Nucleus,
Q9I9A7,Nucleus,
P27694,Nucleus,
Q91XT6,Nucleus,test
O13816,Nucleus,test
Q09719,Nucleus,
P46013,Nucleus,
Q5JNS0,Nucleus,test
Q9BTC8,Nucleus,
Q09LL3,Nucleus,test
Q11184,Nucleus,
Q9H7Z6,Nucleus,
P42776,Nucleus,test
P42777,Nucleus,
P42775,Nucleus,test
Q9BSD3,Nucleus,
Q9Z2A6,Nucleus,
Q5T8A7,Nucleus,test
A4LBC0,Nucleus,
Q8C5S7,Nucleus,
Q9UTT1,Nucleus,test
Q62018,Nucleus,test
Q14814,Nucleus,
P86413,Nucleus,test
Q10LF7,Nucleus,
O43781,Nucleus,
Q96MU7,Nucleus,test
Q8JFY9,Nucleus,
Q9NRG9,Nucleus,
Q13133,Nucleus,
Q15843,Nucleus,
P15436,Nucleus,
Q10109,Nucleus,test
Q54HI5,Nucleus,
Q27934,Nucleus,
P52272,Nucleus,
Q9H4Q4,Nucleus,
Q04603,Nucleus,
O17966,Nucleus,
Q9C895,Nucleus,
P87143,Nucleus,test
Q9SSE9,Nucleus,
P27476,Nucleus,
Q04305,Nucleus,
Q9WU01,Nucleus,
Q99MD8,Nucleus,
Q8VHV7,Nucleus,
Q8K202,Nucleus,
Q8K203,Nucleus,test
Q4G338,Nucleus,
Q5SY16,Nucleus,
Q944Q0,Nucleus,
P47149,Nucleus,
Q9SSW2,Nucleus,
Q9SSW1,Nucleus,
Q9SSW0,Nucleus,
Q9UHJ3,Nucleus,
Q5BBX1,Nucleus,
Q5AK51,Nucleus,
Q924W6,Nucleus,
Q9BWT3,Nucleus,
Q04049,Nucleus,
P26659,Nucleus,
O82166,Nucleus,
O13768,Nucleus,
O13769,Nucleus,test
Q14004,Nucleus,
Q94C32,Nucleus,
O77932,Nucleus,
Q9H3P2,Nucleus,
Q9JI13,Nucleus,
P20823,Nucleus,
Q96BU1,Nucleus,
Q8R515,Nucleus,
P48412,Nucleus,
Q09511,Nucleus,
Q8W127,Nucleus,
Q02040,Nucleus,test
O43290,Nucleus,
Q08182,Nucleus,
P23757,Nucleus,test
Q9PRJ8,Nucleus,
O43325,Nucleus,
P40154,Nucleus,
P0DJD4,Nucleus,
Q9LXV2,Nucleus,
P31942,Nucleus,
Q9SIW2,Nucleus,test
Q13351,Nucleus,
O43031,Nucleus,test
Q9UHK0,Nucleus,
Q9FMY5,Nucleus,
Q96KF2,Nucleus,
Q9Y5P8,Nucleus,
Q9SWG3,Nucleus,
Q93ZV7,Nucleus,
F4JEP5,Nucleus,
Q6PL18,Nucleus,
Q9BSV6,Nucleus,
Q96MF7,Nucleus,
Q9LSE2,Nucleus,
Q3TZX8,Nucleus,
P40847,Nucleus,test
Q9LZP8,Nucleus,
Q99PT3,Nucleus,
O74777,Nucleus,
P36629,Nucleus,
Q9UT79,Nucleus,test
Q8RWV8,Nucleus,
E9PZM4,Nucleus,
Q9Y2K7,Nucleus,
Q2QX40,Nucleus,test
Q9Y2K1,Nucleus,test
Q9BY27,Nucleus,
P47822,Nucleus,
Q9HDY5,Nucleus,
Q9HDY4,Nucleus,test
Q9Y5B9,Nucleus,
O42860,Nucleus,
Q9ULI0,Nucleus,
Q12176,Nucleus,test
P89105,Nucleus,
O59773,Nucleus,
Q63520,Nucleus,test
Q5FWF5,Nucleus,test
Q8NAP3,Nucleus,test
Q06344,Nucleus,
Q9VKJ3,Nucleus,test
P42284,Nucleus,
Q9NX01,Nucleus,
Q58WW2,Nucleus,test
Q32SG6,Nucleus,
Q9FN69,Nucleus,
Q949W6,Nucleus,test
Q6S7F2,Nucleus,
P09932,Nucleus,test
Q9JJ48,Nucleus,
Q9P6M0,Nucleus,
O13829,Nucleus,
Q32SG5,Nucleus,
Q03427,Nucleus,
Q67EU8,Nucleus,
O35484,Nucleus,
O74350,Nucleus,
Q6DGH9,Nucleus,
Q558Z2,Nucleus,
Q9HC52,Nucleus,
Q9C086,Nucleus,
P37398,Nucleus,
P20482,Nucleus,test
Q9LIE5,Nucleus,
P20484,Nucleus,
Q7KRI2,Nucleus,test
Q63ZV0,Nucleus,
Q9SGD1,Nucleus,
O95751,Nucleus,
P38772,Nucleus,
P38770,Nucleus,
Q6TRW4,Nucleus,
Q07508,Nucleus,test
P08992,Nucleus,test
P38779,Nucleus,
Q9ESP5,Nucleus,test
Q8L7F7,Nucleus,test
Q8NHV9,Nucleus,
P32914,Nucleus,
Q9NW13,Nucleus,
Q8NCE0,Nucleus,
Q2HNT2,Nucleus,
Q06631,Nucleus,
Q06632,Nucleus,test
P0C7P3,Nucleus,test
Q8CCH7,Nucleus,test
S0DQI7,Nucleus,
P38159,Nucleus,
Q68DK7,Nucleus,
P10588,Nucleus,
Q84Y18,Nucleus,
Q84J70,Nucleus,
A4GSN8,Nucleus,
P48437,Nucleus,
P78963,Nucleus,
Q9WUH2,Nucleus,
Q12504,Nucleus,
Q5ZPV8,Nucleus,
P48432,Nucleus,
O04211,Nucleus,
Q12211,Nucleus,
O70299,Nucleus,
P84634,Nucleus,
O59800,Nucleus,test
Q5THR3,Nucleus,
Q9USQ1,Nucleus,
Q08619,Nucleus,
Q9M548,Nucleus,
Q9USQ4,Nucleus,
Q08963,Nucleus,
O13874,Nucleus,
Q9XIF2,Nucleus,
Q9R1Q2,Nucleus,
Q9ULG1,Nucleus,test
Q8L7U5,Nucleus,
Q9C5G0,Nucleus,
Q9P7G6,Nucleus,
Q9XUB3,Nucleus,
P13010,Nucleus,test
Q9P7G0,Nucleus,
Q60641,Nucleus,
Q10424,Nucleus,
Q9W420,Nucleus,
P78364,Nucleus,
Q9NRX1,Nucleus,test
O80683,Nucleus,
Q9UNS1,Nucleus,test
P47821,Nucleus,test
Q9Y2W1,Nucleus,test
O14325,Nucleus,
Q9BVJ6,Nucleus,test
Q9UJ98,Nucleus,
Q9SNB4,Nucleus,
Q20646,Nucleus,
Q9Z2Y1,Nucleus,test
P39735,Nucleus,test
Q9LX82,Nucleus,test
Q9ERR2,Nucleus,
Q61464,Nucleus,
P47006,Nucleus,
O74828,Nucleus,
Q9SN22,Nucleus,
Q06168,Nucleus,
Q9LTJ1,Nucleus,
P29467,Nucleus,
Q07230,Nucleus,test
Q8CHP0,Nucleus,
Q9P0M6,Nucleus,test
Q8BP27,Nucleus,
Q9HFE6,Nucleus,
Q924C5,Nucleus,
Q9S709,Nucleus,
P32447,Nucleus,test
Q9UKL0,Nucleus,
Q10422,Nucleus,
F4IPE3,Nucleus,test
Q9W415,Nucleus,
P92189,Nucleus,
P53034,Nucleus,
O76460,Nucleus,
Q9FGW9,Nucleus,
Q9NVV9,Nucleus,
Q8N205,Nucleus,
Q8GUC3,Nucleus,
O81488,Nucleus,
Q9VRP5,Nucleus,
P18616,Nucleus,
Q9FGW5,Nucleus,
P83369,Nucleus,
O14210,Nucleus,
Q8GYF7,Nucleus,
Q8IVW6,Nucleus,
Q9FYG2,Nucleus,
P18583,Nucleus,test
Q8LGH4,Nucleus,
P17917,Nucleus,
Q8TCJ0,Nucleus,
Q9ZWJ9,Nucleus,
Q9C516,Nucleus,
P32841,Nucleus,
Q9FMG4,Nucleus,
Q9BZE4,Nucleus,
Q9Y4E5,Nucleus,
P53725,Nucleus,test
Q9UKX7,Nucleus,
Q8N9N5,Nucleus,
O49459,Nucleus,
Q99848,Nucleus,
Q8N9N8,Nucleus,test
Q9C952,Nucleus,test
Q9C950,Nucleus,
Q92349,Nucleus,
Q9SCJ9,Nucleus,
O13971,Nucleus,
Q8NCN2,Nucleus,
Q9Y6I4,Nucleus,
P23204,Nucleus,
F4JN26,Nucleus,
Q75RY2,Nucleus,
Q06945,Nucleus,
Q8T940,Nucleus,
Q6UB99,Nucleus,
Q6UB98,Nucleus,
Q6VWJ6,Nucleus,
Q26635,Nucleus,
Q9H981,Nucleus,
O60055,Nucleus,
O13803,Nucleus,
O13802,Nucleus,
P01106,Nucleus,
O13807,Nucleus,
P61218,Nucleus,
Q9Y5J1,Nucleus,test
Q9H161,Nucleus,test
Q9H160,Nucleus,test
P68400,Nucleus,
Q9FML2,Nucleus,
Q7TSH3,Nucleus,
Q80ZQ9,Nucleus,
P22087,Nucleus,
Q15554,Nucleus,
O94278,Nucleus,test
Q96RE9,Nucleus,
Q93ZG9,Nucleus,
G5EG51,Nucleus,
Q9C0Z3,Nucleus,
Q96GM5,Nucleus,test
O42649,Nucleus,
O42648,Nucleus,test
P83876,Nucleus,
Q54XG7,Nucleus,
O42643,Nucleus,
Q02455,Nucleus,test
Q99207,Nucleus,
Q02457,Nucleus,test
P61964,Nucleus,test
Q6VUP9,Nucleus,
P79051,Nucleus,
Q8GYD2,Nucleus,test
Q9WU12,Nucleus,
Q14129,Nucleus,
Q9C882,Nucleus,
Q10135,Nucleus,
Q9FPW4,Nucleus,
Q8W1K8,Nucleus,
Q6P6J4,Nucleus,
Q09146,Nucleus,test
O93377,Nucleus,
Q9U299,Nucleus,
Q9XI90,Nucleus,test
O94545,Nucleus,
Q8WV22,Nucleus,test
P0CB49,Nucleus,
Q12188,Nucleus,test
Q9WTK2,Nucleus,
P22216,Nucleus,
P59598,Nucleus,
Q12186,Nucleus,
Q14657,Nucleus,
P63016-2,Nucleus,
Q39204,Nucleus,
Q9FJ17,Nucleus,
Q05498,Nucleus,
Q9ZRV4,Nucleus,
Q12345,Nucleus,
P48234,Nucleus,test
P06843,Nucleus,
Q80VY9,Nucleus,
Q12343,Nucleus,
P53331,Nucleus,
Q8CFP6,Nucleus,test
Q99684,Nucleus,
P92964,Nucleus,
Q8IN94,Nucleus,
O13953,Nucleus,
Q94F30,Nucleus,
O82170,Nucleus,
Q9FNZ4,Nucleus,test
Q9FNZ5,Nucleus,
O60129,Nucleus,
Q5VVJ2,Nucleus,
O22059,Nucleus,
Q8L4H0,Nucleus,
Q8C8B0,Nucleus,
Q3UTQ7,Nucleus,
Q9XTB5,Nucleus,
P97460,Nucleus,
Q96JP5,Nucleus,
Q9US15,Nucleus,
Q9VP22,Nucleus,
Q9LXI8,Nucleus,
Q1RNF8,Nucleus,
Q9LW00,Nucleus,
Q9NY61,Nucleus,
A6NLJ0,Nucleus,
A2XFC1,Nucleus,test
Q9GZS1,Nucleus,
Q5W6R4,Nucleus,
Q6DVA0,Nucleus,
Q505B8,Nucleus,
Q8INR6,Nucleus,
Q8IEF6,Nucleus,
Q7KU24,Nucleus,
Q9FXA3,Nucleus,
Q9LXW7,Nucleus,test
Q9UUB5,Nucleus,
Q9UUB6,Nucleus,
Q8N1G2,Nucleus,
Q8N1G1,Nucleus,
Q9Y7M6,Nucleus,
Q9D198,Nucleus,test
Q10168,Nucleus,
Q10315,Nucleus,
Q10317,Nucleus,
Q9FHZ1,Nucleus,
Q91XU0,Nucleus,
Q9M2N5,Nucleus,
O74761,Nucleus,test
O94589,Nucleus,
Q944N1,Nucleus,test
Q9BQ39,Nucleus,
O94586,Nucleus,
Q06287,Nucleus,
P61236,Nucleus,
Q9HE09,Nucleus,test
D2EAC2,Nucleus,
C6Y4C5,Nucleus,
Q9P8P7,Nucleus,
Q9HE01,Nucleus,
O35368,Nucleus,
Q9HE02,Nucleus,
Q6NMS0,Nucleus,
Q9UHX1,Nucleus,
O59702,Nucleus,
Q99J79,Nucleus,
Q15699,Nucleus,
O15504,Nucleus,
Q6ZPV2,Nucleus,test
P89114,Nucleus,
Q9ZVD0,Nucleus,
Q9XF62,Nucleus,
Q15696,Nucleus,
Q9ZVD5,Nucleus,
Q9UND3,Nucleus,
P38351,Nucleus,
Q8R0W1,Nucleus,test
P33399,Nucleus,
Q9BUU2,Nucleus,
Q7PLI2,Nucleus,test
Q10164,Nucleus,
Q5HZV9,Nucleus,test
Q03433,Nucleus,
Q9BX63,Nucleus,
Q03435,Nucleus,
P46677,Nucleus,
P55769,Nucleus,
Q9BPY3,Nucleus,
Q8C0V1,Nucleus,test
P08985,Nucleus,test
Q91YJ3,Nucleus,test
Q9UU96,Nucleus,test
Q96I25,Nucleus,test
Q9S7B2,Nucleus,test
P51448,Nucleus,
P51449,Nucleus,
Q13595,Nucleus,
Q9LRY0,Nucleus,test
Q1T763,Nucleus,
P21651,Nucleus,
P50402,Nucleus,test
Q3UMU9,Nucleus,test
Q8BN78,Nucleus,
Q21502,Nucleus,
Q9M7Q4,Nucleus,
Q06629,Nucleus,
Q7XIM7,Nucleus,
Q8CCG4,Nucleus,test
Q7G7J6,Nucleus,
Q06623,Nucleus,
Q8WQL7,Nucleus,test
O60765,Nucleus,
Q91898,Nucleus,
Q96BN2,Nucleus,test
O94365,Nucleus,
P27864,Nucleus,
Q13105,Nucleus,
Q0JQF7,Nucleus,
Q84VX3,Nucleus,
Q9WUI0,Nucleus,test
Q8WTR7,Nucleus,
Q9BVI0,Nucleus,
F4JL28,Nucleus,test
Q96IY1,Nucleus,
P54842,Nucleus,
P40342,Nucleus,
Q08605,Nucleus,test
O17915,Nucleus,
F4JCC1,Nucleus,test
Q05900,Nucleus,
Q9NV31,Nucleus,
Q9Y2P7,Nucleus,
Q9W1R4,Nucleus,
Q9W1R5,Nucleus,
Q924H7,Nucleus,
Q867X0,Nucleus,
Q967U1,Nucleus,
Q5VWG9,Nucleus,test
A0AVK6,Nucleus,test
Q07666,Nucleus,
Q969X6,Nucleus,test
O81039,Nucleus,
Q61074,Nucleus,test
Q92841,Nucleus,
Q9M126,Nucleus,
Q9CUU3,Nucleus,test
Q32NK7,Nucleus,test
O14350,Nucleus,
Q96QR8,Nucleus,
Q8C6P8,Nucleus,
O74835,Nucleus,
Q61473,Nucleus,
Q8C0D7,Nucleus,test
Q08773,Nucleus,
D4A7T3,Nucleus,
Q9UL49,Nucleus,
Q12406,Nucleus,
Q5XKL5,Nucleus,
P47076,Nucleus,
P47077,Nucleus,
Q9BLB6,Nucleus,
O35615,Nucleus,test
Q00566,Nucleus,
Q22292,Nucleus,
Q5DP50,Nucleus,
Q9U7C9,Nucleus,test
Q8GWR1,Nucleus,
O74861,Nucleus,
Q9SB00,Nucleus,
Q9LMX5,Nucleus,
O61267,Nucleus,
G5ECT8,Nucleus,
Q71V39,Nucleus,
Q15916,Nucleus,
Q3TUL7,Nucleus,
Q9CW03,Nucleus,
Q9NVW2,Nucleus,
Q12769,Nucleus,test
Q5T0F9,Nucleus,
Q08553,Nucleus,test
O74443,Nucleus,test
P17679,Nucleus,
Q03940,Nucleus,
O15042,Nucleus,
Q6IMB1,Nucleus,
O95990,Nucleus,
P47108,Nucleus,
P38838,Nucleus,
Q9Y6F8,Nucleus,
Q9Y253,Nucleus,
Q9SB92,Nucleus,
P07527,Nucleus,
O15381-2,Nucleus,
B6DMK2,Nucleus,
D3Z3K2,Nucleus,test
Q9D992,Nucleus,
Q13029,Nucleus,
P53972,Nucleus,
Q9BVP2,Nucleus,
Q9BXL8,Nucleus,
Q2R3F5,Nucleus,
Q5SMU7,Nucleus,
O13900,Nucleus,
Q9BXL5,Nucleus,test
Q8TCE9,Nucleus,
P46676,Nucleus,test
Q9UTK4,Nucleus,test
Q6IPU0,Nucleus,
P32892,Nucleus,
Q12009,Nucleus,
Q9Y6H1,Nucleus,test
Q9M9Y4,Nucleus,
Q8R5K5,Nucleus,
P32899,Nucleus,
Q3KQ35,Nucleus,
Q9C7C4,Nucleus,
O17468,Nucleus,
O22268,Nucleus,
P24785,Nucleus,
P87053,Nucleus,
P17918,Nucleus,
P18289,Nucleus,
P35637,Nucleus,
Q9QY02,Nucleus,test
P43554,Nucleus,test
Q92754,Nucleus,test
Q91XR9,Nucleus,
Q91XR8,Nucleus,
Q9BTE3,Nucleus,
Q8GYY1,Nucleus,
P14724,Nucleus,test
Q92979,Nucleus,
P22091,Nucleus,
Q8SYK5,Nucleus,
Q9UHA3,Nucleus,test
Q9NPI8,Nucleus,test
Q13111,Nucleus,
B9X187,Nucleus,
Q10124,Nucleus,
Q86VZ6,Nucleus,
H2L0H5,Nucleus,
Q8NFD5,Nucleus,
P32767,Nucleus,
Q6A331,Nucleus,
O08674,Nucleus,
A4PES0,Nucleus,
Q6Z1Z3,Nucleus,
Q13428,Nucleus,
P0DH90,Nucleus,
Q00723,Nucleus,
Q9SGS2,Nucleus,test
Q9WTX7,Nucleus,
P52756,Nucleus,
Q8LBM2,Nucleus,
Q9ERI5,Nucleus,
Q09604,Nucleus,
Q8N6T7,Nucleus,
D0EL35,Nucleus,
Q9FNE9,Nucleus,
Q8WV37,Nucleus,
Q9FY74,Nucleus,test
P24928,Nucleus,
Q6NQJ7,Nucleus,
A1A6K6,Nucleus,
Q84JK2,Nucleus,
Q9UUK4,Nucleus,test
P03934,Nucleus,
O02219,Nucleus,
P53336,Nucleus,
Q9SSQ4,Nucleus,
Q9C9E3,Nucleus,
F4IDQ6,Nucleus,
Q12373,Nucleus,test
P32367,Nucleus,
P92973,Nucleus,
Q96LT9,Nucleus,
P63007,Nucleus,
P63006,Nucleus,
Q7X8R0,Nucleus,test
Q8WUQ7,Nucleus,test
P63002,Nucleus,
Q501D5,Nucleus,
O60138,Nucleus,
P87074,Nucleus,test
P26309,Nucleus,
Q8N165,Nucleus,
Q02931,Nucleus,
O94953,Nucleus,
O60131,Nucleus,
Q12080,Nucleus,
O80875,Nucleus,
Q9BWX1,Nucleus,
A2A8L1,Nucleus,test
Q68E01,Nucleus,test
Q9LPL4,Nucleus,
Q8NCU7,Nucleus,
I1S4T3,Nucleus,
Q9GZR1,Nucleus,
Q9NWB6,Nucleus,
Q9GZR2,Nucleus,
Q9VM71,Nucleus,
P21827,Nucleus,
Q9XZS8,Nucleus,test
P38830,Nucleus,
Q99549,Nucleus,test
Q03774,Nucleus,test
Q8VI67,Nucleus,
P15646,Nucleus,
P38257,Nucleus,test
P18248,Nucleus,
Q9UUC6,Nucleus,
Q9LXT3,Nucleus,
Q8CII8,Nucleus,
O09106,Nucleus,
O94259,Nucleus,
Q9Y7J8,Nucleus,
Q9BV86,Nucleus,
Q9ZVW2,Nucleus,
Q9VT57,Nucleus,
O74999,Nucleus,
Q8IXF0,Nucleus,
B9DHT4,Nucleus,
Q9UUM2,Nucleus,
Q91876,Nucleus,test
Q8N3Z6,Nucleus,
C6Y4D3,Nucleus,
Q9H9Q4,Nucleus,
O95600,Nucleus,
Q9FHM5,Nucleus,test
Q3MJK5,Nucleus,
Q6AX31,Nucleus,test
Q84TH9,Nucleus,
Q9LUJ3,Nucleus,
P40041,Nucleus,
P15398,Nucleus,test
P40356,Nucleus,
B2FDA8,Nucleus,
Q12158,Nucleus,
Q9BRL6,Nucleus,
O15514,Nucleus,
D3IUT5,Nucleus,
P40571,Nucleus,test
Q5FWH3,Nucleus,
O74113,Nucleus,
Q9C9K7,Nucleus,
P55199,Nucleus,
Q84TH4,Nucleus,test
Q7FAD5,Nucleus,
Q9MA17,Nucleus,
F4K2R6,Nucleus,test
Q9UPW6,Nucleus,test
Q5TB30,Nucleus,test
P25582,Nucleus,
O94480,Nucleus,
O94481,Nucleus,
Q9NQX1,Nucleus,
Q6ZRS2,Nucleus,
Q03406,Nucleus,test
P25441,Nucleus,
O00841,Nucleus,test
Q9W3C1,Nucleus,
P25336,Nucleus,
Q76KJ5,Nucleus,
Q08562,Nucleus,
P07665,Nucleus,test
P07664,Nucleus,test
Q7Z591,Nucleus,
Q5BAH2,Nucleus,
Q9S7C9,Nucleus,
Q13569,Nucleus,
P38719,Nucleus,
P51452,Nucleus,
P51450,Nucleus,
Q9BUJ2,Nucleus,
Q9V3J8,Nucleus,test
Q9LZR5,Nucleus,
Q8N7B1,Nucleus,
F4IRQ5,Nucleus,
Q640Z6,Nucleus,
Q1PEP5,Nucleus,
Q9UJW9,Nucleus,
P37263,Nucleus,
Q9NZ81,Nucleus,
Q27268,Nucleus,
B3H5A8,Nucleus,
Q03718,Nucleus,
Q23973,Nucleus,
P40467,Nucleus,
Q9LPP4,Nucleus,test
O94396,Nucleus,
O94397,Nucleus,
P18887,Nucleus,
Q9D5D8,Nucleus,
Q92698,Nucleus,
O94818,Nucleus,
Q22197,Nucleus,
Q08945,Nucleus,
P07199,Nucleus,
Q9H0A0,Nucleus,
Q12488,Nucleus,test
Q9NV06,Nucleus,
Q6NS38,Nucleus,
Q01842,Nucleus,
Q6XXM1,Nucleus,
Q9BYK8,Nucleus,test
Q3E705,Nucleus,test
Q8L5W8,Nucleus,test
Q61048,Nucleus,test
Q62232,Nucleus,
O18381,Nucleus,
Q03570,Nucleus,
D3ZXW3,Nucleus,
P38222,Nucleus,
Q07897,Nucleus,
Q9ZNU2,Nucleus,
Q9M427,Nucleus,test
Q08492,Nucleus,
Q92989,Nucleus,
O08608,Nucleus,
Q15327,Nucleus,
O60828,Nucleus,
Q8VZ20,Nucleus,test
P40498,Nucleus,test
O74803,Nucleus,
O74804,Nucleus,
Q945P0,Nucleus,
